//Index   Group   Rank   MinLevel   MaxLevel   MainValue1   MainValue2   MainValue3   MainValue4   MainValue5   MainValue6   MainValue7   MainValue8   MainValue9   MainValue10   MainValue11   MainValue12   MainValue13   MainValue14   MainValue15   MainValue16   MainValue17   MainValue18   MainValue19   MainValue20   RelatedSkill   ReplaceSkill   RequireSkill   RequireSkill   DW      DK      FE      MG      DL      SU      RF
538       3       7      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              0              0              0       0       0       0       97      0       0
539       3       8      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              538            0              0       0       0       0       101     0       0
549       1       8      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       30
550       1       9      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              549            0              0       0       0       0       0       0       34
551       2       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         260            260            0              0	          0       0       0       0       0       0       41
552       2       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         261            261            0              0	          0       0       0       0       0       0       42
554       2       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          260            551            551            0	          0       0       0       0       0       0       45
555       2       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          261            552            552            0	          0       0       0       0       0       0       46
557       2       4      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       0       0       52
558       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         262            262            0              0	          0       0       0       0       0       0       53
559       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         263            263            0              0	          0       0       0       0       0       0       54
560       2       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         264            264            0              0	          0       0       0       0       0       0       56
561       2       6      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          264            560            560            0	          0       0       0       0       0       0       60
562       2       7      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          262            558            558            0	          0       0       0       0       0       0       61
563       2       7      1          20         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          263            559            559            0	          0       0       0       0       0       0       62
564       2       7      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          265            265            0              0	          0       0       0       0       0       0       63
565       2       8      10         10         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00         0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          0.00          565            0              0              0	          0       0       0       0       0       0       66
566       2       8      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          265            564            564            0	          0       0       0       0       0       0       67
567       2       9      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          565            565            565            0	          0       0       0       0       0       0       70
568       3       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0	          0       0       0       0       0       0       77
569       3       2      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         268            268            0              0	          0       0       0       0       0       0       78
571       3       3      1          10         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              568            0	          0       0       0       0       0       0       81
572       3       3      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         268            569            569            0	          0       0       0       0       0       0       82
573       3       4      1          20         11.54	    19.68	 27.26	      34.30	   40.81	46.83	     52.36	  57.44	       62.07	    66.28	  70.09	        73.52	      76.59	    79.32	  81.73	        83.84	      85.66	    87.23	  88.55	        89.66         267            267            0              0	          0       0       0       0       0       0       85
578       1       1      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       1
579       1       1      1          20         614.08	    1029.20	 1415.70      1774.61	   2106.94	2413.73	     2695.98	  2954.73      3190.99	    3405.79	  3600.15	3775.09	      3931.63	    4070.80	  4193.62	4301.10	      4394.28	    4474.17	  4541.79	4598.18       0              0              0              0              0       0       0       0       0       0       4
580       1       2      1          20         511.73       857.67       1179.75      1478.84      1755.79      2011.44      2246.65      2462.27      2659.16      2838.16       3000.13       3145.91       3276.36       3392.33       3494.68       3584.25       3661.90       3728.47       3784.83       3831.81       0              0              0              0              0       0       0       0       0       0       6
581       1       2      1          20         1.81	    3.03	 4.16	      5.22	   6.20	        7.10	     7.93	  8.69	       9.39	    10.02	  10.59	        11.10	      11.56	    11.97	  12.33	        12.65	      12.92	    13.16	  13.36	        13.52         0              0              0              0              0       0       0       0       0       0       7
582       1       2      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              0              0              0       0       0       0       0       0       8
583       1       3      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              578            0              0       0       0       0       0       0       9
584       1       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              580            0              0       0       0       0       0       0       10
585       1       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              581            0              0       0       0       0       0       0       11
586       1       3      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              582            0              0       0       0       0       0       0       12
587       1       4      1          20         60.02	    100.90	 138.79	      173.98	   206.56	236.64	     264.31	  289.68       312.84	    333.90	  352.96	370.11	      385.45	    399.10	  411.14	421.68	      430.81	    438.64	  445.27	450.80        0              0              0              0              0       0       0       0       0       0       14
588       1       4      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              585            0              0       0       0       0       0       0       15
589       1       4      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              586            0              0       0       0       0       0       0       16
590       1       5      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              583            0              0       0       0       0       0       0       17
591       1       5      1          20         1.20	    2.02	 2.78	      3.48	   4.13	        4.73	     5.29	  5.79	       6.26	    6.68	  7.06	        7.40	      7.71	    7.98	  8.22	        8.43	      8.62	    8.77	  8.91	        9.02          0              0              587            0              0       0       0       0       0       0       18
593       1       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              0              0              0       0       0       0       0       0       23
594       1       6      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              593            0              0       0       0       0       0       0       24
595       1       7      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       25
596       1       7      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       26
597       1       7      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       27
598       1       7      1          20         12.04	    20.18	 27.76	      34.80	   41.31	47.33	     52.86	  57.94	       62.57	    66.78	  70.59	        74.02	      77.09	    79.82	  82.23	        84.34	      86.16	    87.73	  89.05	        90.16         0              0              0              0              0       0       0       0       0       0       28
599       2       1      1          20         511.73       857.67       1179.75      1478.84      1755.79      2011.44      2246.65      2462.27      2659.16      2838.16       3000.13       3145.91       3276.36       3392.33       3494.68       3584.25       3661.90       3728.47       3784.83       3831.81       0              0              0              0              0       0       0       0       0       0       37
600       2       4      1          20         102.35	    171.53	 235.95	      295.77	   351.16	402.29	     449.33	  492.45       531.83	    567.63	  600.03	629.18	      655.27	    678.47	  698.94	716.85	      732.38	    745.69	  756.97	766.36        0              0              0              0              0       0       0       0       0       0       51 
601       2       5      1          20         102.35	    171.53	 235.95	      295.77	   351.16	402.29	     449.33	  492.45       531.83	    567.63	  600.03	629.18	      655.27	    678.47	  698.94	716.85	      732.38	    745.69	  756.97	766.36        0              0              600            0              0       0       0       0       0       0       55
602       2       6      1          20         27.69	    47.23	 65.42	      82.32	   97.94	112.39	     125.66	  137.86       148.97	    159.07	  168.22	176.45	      183.82	    190.37	  196.15	201.22	      205.58	    209.35	  212.52	215.18	      0              0              601            0              0       0       0       0       0       0       59
603       3       1      1          20         818.77	    1372.26	 1887.60      2366.15	   2809.26      3218.30	     3594.64	  3939.64      4254.66	    4541.06	  4800.20	5033.45	      5242.18	    5427.74	  5591.49       5734.80	      5859.04	    5965.56	  6055.72	6130.90       0              0              0              0              0       0       0       0       0       0       73
604       3       4      1          20         7.22	    12.11	 16.66	      20.88	   24.79	28.40	     31.72	  34.76	       37.54	    40.07	  42.35	        44.41	      46.25	    47.89	  49.34	        50.60	      51.70	    52.64	  53.43	        54.10         0              0              0              0              0       0       0       0       0       0       86
605       3       4      1          20         9.14	    5.45	 3.96	      3.16	   2.66	        2.32	     2.08	  1.90	       1.76	    1.65	  1.56	        1.49	      1.43	    1.38	  1.34	        1.30	      1.28	    1.25	  1.24	        1.22          0              0              0              0              0       0       0       0       0       0       87
606       3       4      1          20         43.19	    25.77	 18.73	      14.94	   12.59	10.99	     9.84	  8.98	       8.31	    7.79	  7.37	        7.02	      6.75	    6.51	  6.32	        6.17	      6.04	    5.93	  5.84	        5.77          0              0              0              0              0       0       0       0       0       0       88
607       3       5      1          20         5.02	    9.09	 12.88	      16.40	   19.66	22.66	     25.43	  27.97	       30.28	    32.39	  34.30	        36.01	      37.55	    38.91	  40.11	        41.17	      42.08	    42.86	  43.53	        44.08         0              0              0              0              0       0       0       0       0       0       90
608       3       5      1          20         43.19	    25.77	 18.73	      14.94	   12.59	10.99	     9.84	  8.98	       8.31	    7.79	  7.37	        7.02	      6.75	    6.51	  6.32	        6.17	      6.04	    5.93	  5.84	        5.77          0              0              606            0              0       0       0       0       0       0       92
609       3       6      1          20         6.32	    11.21	 15.76	      19.98	   23.89	27.50	     30.82	  33.86	       36.64	    39.17	  41.45	        43.51	      45.35	    46.99	  48.44	        49.70	      50.80	    51.74	  52.53	        53.20         0              0              607            0              0       0       0       0       0       0       94
610       3       6      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              0              0              0       0       0       0       0       0       96
611       3       7      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              0              0              0       0       0       0       0       0       98
612       3       7      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              0              0              0       0       0       0       0       0       99
613       3       7      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              610            0              0       0       0       0       0       0       100
614       3       8      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              0              0              0       0       0       0       0       0       102
615       3       9      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              614            0              0       0       0       0       0       0       106
616       3       8      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              612            0              0       0       0       0       0       0       103
617       3       9      1          20         1.00         1.25         1.47         1.67         1.86         2.04         2.21         2.37         2.51         2.64          2.76          2.86          2.95          3.03          3.10          3.16          3.21          3.26          3.3           3.34          0              0              0              0              0       0       0       0       0       0       107
end
